Song,Combination Number,A_Melody1.wav,B_Melody2.wav,C_Melody3.wav,E_Harmony1.wav,F_Harmony2.wav,H_AddVoice1.wav,I_AddVoice2.wav,J_AddVoice3.wav,L_Bass1.wav,M_Bass2.wav,O_BassDrum.wav,P_Percussion.wav,Q_Ambient1.wav,R_Ambient2.wav,S_Ambient3.wav,Output File
Wheels on the Bus,1662,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,ON,OFF,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1662.wav
Wheels on the Bus,1663,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,ON,OFF,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1663.wav
Wheels on the Bus,1677,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1677.wav
Wheels on the Bus,1678,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1678.wav
Wheels on the Bus,1679,OFF,ON,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1679.wav
Wheels on the Bus,1709,OFF,ON,OFF,OFF,ON,OFF,OFF,ON,ON,OFF,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1709.wav
Wheels on the Bus,1710,OFF,ON,OFF,OFF,ON,OFF,OFF,ON,ON,OFF,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1710.wav
Wheels on the Bus,1711,OFF,ON,OFF,OFF,ON,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1711.wav
Wheels on the Bus,1725,OFF,ON,OFF,OFF,ON,OFF,OFF,ON,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1725.wav
Wheels on the Bus,1726,OFF,ON,OFF,OFF,ON,OFF,OFF,ON,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1726.wav
Wheels on the Bus,1727,OFF,ON,OFF,OFF,ON,OFF,OFF,ON,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1727.wav
Wheels on the Bus,1997,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,ON,OFF,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1997.wav
Wheels on the Bus,1998,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,ON,OFF,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1998.wav
Wheels on the Bus,1999,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,ON,OFF,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_1999.wav
Wheels on the Bus,2013,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2013.wav
Wheels on the Bus,2014,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2014.wav
Wheels on the Bus,2015,OFF,OFF,ON,ON,OFF,ON,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2015.wav
Wheels on the Bus,2045,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,ON,OFF,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2045.wav
Wheels on the Bus,2046,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,ON,OFF,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2046.wav
Wheels on the Bus,2047,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,ON,OFF,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2047.wav
Wheels on the Bus,2061,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2061.wav
Wheels on the Bus,2062,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2062.wav
Wheels on the Bus,2063,OFF,OFF,ON,ON,OFF,OFF,ON,OFF,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2063.wav
Wheels on the Bus,2093,OFF,OFF,ON,ON,OFF,OFF,OFF,ON,ON,OFF,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2093.wav
Wheels on the Bus,2094,OFF,OFF,ON,ON,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2094.wav
Wheels on the Bus,2095,OFF,OFF,ON,ON,OFF,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2095.wav
Wheels on the Bus,2109,OFF,OFF,ON,ON,OFF,OFF,OFF,ON,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2109.wav
Wheels on the Bus,2110,OFF,OFF,ON,ON,OFF,OFF,OFF,ON,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2110.wav
Wheels on the Bus,2111,OFF,OFF,ON,ON,OFF,OFF,OFF,ON,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2111.wav
Wheels on the Bus,2189,OFF,OFF,ON,OFF,ON,ON,OFF,OFF,ON,OFF,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2189.wav
Wheels on the Bus,2190,OFF,OFF,ON,OFF,ON,ON,OFF,OFF,ON,OFF,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2190.wav
Wheels on the Bus,2191,OFF,OFF,ON,OFF,ON,ON,OFF,OFF,ON,OFF,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2191.wav
Wheels on the Bus,2205,OFF,OFF,ON,OFF,ON,ON,OFF,OFF,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2205.wav
Wheels on the Bus,2206,OFF,OFF,ON,OFF,ON,ON,OFF,OFF,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2206.wav
Wheels on the Bus,2207,OFF,OFF,ON,OFF,ON,ON,OFF,OFF,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2207.wav
Wheels on the Bus,2237,OFF,OFF,ON,OFF,ON,OFF,ON,OFF,ON,OFF,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2237.wav
Wheels on the Bus,2238,OFF,OFF,ON,OFF,ON,OFF,ON,OFF,ON,OFF,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2238.wav
Wheels on the Bus,2239,OFF,OFF,ON,OFF,ON,OFF,ON,OFF,ON,OFF,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2239.wav
Wheels on the Bus,2253,OFF,OFF,ON,OFF,ON,OFF,ON,OFF,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2253.wav
Wheels on the Bus,2254,OFF,OFF,ON,OFF,ON,OFF,ON,OFF,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2254.wav
Wheels on the Bus,2255,OFF,OFF,ON,OFF,ON,OFF,ON,OFF,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2255.wav
Wheels on the Bus,2285,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,ON,OFF,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2285.wav
Wheels on the Bus,2286,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,ON,OFF,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2286.wav
Wheels on the Bus,2287,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,ON,OFF,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2287.wav
Wheels on the Bus,2301,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,OFF,ON,ON,ON,ON,OFF,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2301.wav
Wheels on the Bus,2302,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,OFF,ON,ON,ON,OFF,ON,OFF,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2302.wav
Wheels on the Bus,2303,OFF,OFF,ON,OFF,ON,OFF,OFF,ON,OFF,ON,ON,ON,OFF,OFF,ON,Combined_Songs\Wheels on the Bus_combined_songs\Wheels on the Bus_combination_2303.wav
